,USAF,WBAN,StationName,State,Latitude,Longitude,MeanTemp,MinTemp,MaxTemp,DewPoint,Percipitation,WindSpeed,MaxSustainedWind,Gust,Rain,SnowDepth,SnowIce,Year,Month,Day
13653,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,36.0,33.1,42.1,29.7,1.29,12.1,26.0,38.1,1,,1,2018,3,8
13654,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,34.9,30.0,42.1,23.6,0.05,9.1,15.9,24.1,0,,0,2018,3,9
13655,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,47.2,37.9,60.1,37.5,0.02,9.9,15.9,22.9,1,,0,2018,4,1
13656,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,40.0,25.0,48.0,34.3,0.09,5.2,8.9,,1,,0,2018,4,10
13657,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,37.6,26.1,48.9,26.9,0.02,4.7,14.0,,0,,0,2018,4,11
13658,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,45.8,26.1,53.1,39.0,0.0,6.6,12.0,,0,,0,2018,4,12
13659,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,54.9,39.9,68.0,44.5,0.0,10.2,17.1,27.0,0,,0,2018,4,13
13660,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,55.4,46.9,70.0,49.3,0.0,9.5,13.0,24.1,0,,0,2018,4,14
13661,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,41.2,37.9,46.0,33.5,0.0,8.7,12.0,22.9,1,,0,2018,4,15
13662,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,46.7,37.9,57.9,45.4,1.15,11.7,22.0,35.0,1,,0,2018,4,16
13663,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,45.7,39.9,57.9,34.1,1.0,10.5,15.9,21.0,1,,0,2018,4,17
13664,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,42.6,35.1,53.1,30.0,0.03,10.1,18.1,25.1,1,,0,2018,4,18
13665,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,42.6,35.1,53.1,40.1,0.09,5.1,15.0,21.0,1,,0,2018,4,19
13666,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,37.3,30.9,60.1,27.9,0.17,5.1,11.1,15.9,0,,1,2018,4,2
13667,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,42.6,35.1,53.1,27.1,0.09,11.7,18.1,27.0,0,,0,2018,4,20
13668,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,46.4,35.1,60.1,28.2,0.0,9.3,15.9,24.1,0,,0,2018,4,21
13669,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,48.8,35.1,63.0,26.1,0.0,6.6,13.0,18.1,0,,0,2018,4,22
13670,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,48.4,32.0,63.0,29.7,0.0,5.9,15.0,22.0,0,,0,2018,4,23
13671,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,48.6,32.0,64.0,39.7,0.0,5.7,18.1,21.0,0,,0,2018,4,24
13672,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,53.9,53.1,55.9,52.3,0.12,7.3,13.0,22.9,1,,0,2018,4,25
13673,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,58.4,50.0,69.1,49.6,0.19,7.4,15.9,20.0,1,,0,2018,4,26
13674,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,50.6,45.0,69.1,47.8,0.0,2.7,8.0,15.9,1,,0,2018,4,27
13675,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,53.8,45.0,64.0,50.7,0.33,5.2,9.9,,0,,0,2018,4,28
13676,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,53.1,48.0,64.0,45.8,0.02,7.2,15.9,21.0,1,,0,2018,4,29
13677,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,34.7,26.1,43.0,32.8,0.26,2.4,8.0,17.1,1,,0,2018,4,3
13678,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,47.6,43.0,59.0,34.8,0.03,10.2,17.1,22.0,1,,0,2018,4,30
13679,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,47.0,26.1,55.0,43.2,0.22,8.4,20.0,35.0,1,,0,2018,4,4
13680,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,40.1,33.1,55.0,17.0,0.04,15.1,22.0,31.1,0,,0,2018,4,5
13681,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,37.4,26.1,50.0,29.1,0.0,7.5,21.0,27.0,1,,0,2018,4,6
13682,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,44.1,26.1,50.0,30.9,0.1,8.1,14.0,20.0,0,,0,2018,4,7
13683,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,38.0,32.0,48.0,18.8,0.0,9.3,14.0,24.1,0,,0,2018,4,8
13684,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,35.8,25.0,46.0,18.2,0.0,7.6,13.0,18.1,1,,0,2018,4,9
13685,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,54.8,42.1,73.0,37.4,0.0,6.0,12.0,17.1,1,,0,2018,5,1
13686,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,56.3,55.0,59.0,54.9,0.0,4.8,15.0,18.1,0,,0,2018,5,10
13687,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,62.3,52.0,71.1,49.6,0.01,6.6,14.0,18.1,1,,0,2018,5,11
13688,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,57.2,51.1,64.0,47.8,0.03,2.8,7.0,,1,,0,2018,5,12
13689,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,52.5,50.0,60.1,51.0,0.07,4.5,8.0,,1,,0,2018,5,13
13690,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,55.1,50.0,63.0,52.2,0.02,3.0,9.9,,1,,0,2018,5,14
13691,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,61.6,50.0,73.9,58.8,0.01,8.0,19.0,29.9,1,,0,2018,5,15
13692,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,60.8,55.0,73.9,59.7,0.41,3.9,8.9,,1,,0,2018,5,16
13693,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,58.6,53.1,66.9,58.0,0.71,2.5,8.0,,1,,0,2018,5,17
13694,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,59.4,53.1,66.9,49.8,0.14,4.4,8.9,18.1,0,,0,2018,5,18
13695,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,52.4,50.0,62.1,47.9,0.12,4.5,8.9,18.1,1,,0,2018,5,19
13696,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,66.4,42.1,81.0,44.1,0.0,7.1,14.0,22.0,0,,0,2018,5,2
13697,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,63.5,50.0,75.9,61.0,1.23,7.5,11.1,19.0,1,,0,2018,5,20
13698,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,65.0,55.9,75.9,53.8,0.14,7.2,13.0,,0,,0,2018,5,21
13699,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,58.6,51.1,73.0,53.4,0.0,3.2,9.9,,1,,0,2018,5,22
13700,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,64.5,51.1,81.0,58.3,0.22,4.1,11.1,15.9,1,,0,2018,5,23
13701,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,68.7,55.0,81.0,49.2,0.05,6.7,13.0,15.9,0,,0,2018,5,24
13702,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,68.3,55.0,81.0,56.3,0.0,8.1,14.0,22.0,0,,0,2018,5,25
13703,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,72.2,59.0,82.0,64.6,0.0,7.3,11.1,17.1,0,,0,2018,5,26
13704,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,60.7,54.0,82.0,59.5,0.28,5.3,11.1,21.0,1,,0,2018,5,27
13705,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,57.1,53.1,69.1,54.6,0.56,4.8,9.9,15.0,0,,0,2018,5,28
13706,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,65.5,57.0,78.1,61.8,0.0,6.2,9.9,,0,,0,2018,5,29
13707,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,68.3,51.1,81.0,51.5,0.0,8.0,15.9,26.0,0,,0,2018,5,3
13708,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,64.4,57.0,80.1,61.4,0.0,4.3,9.9,,0,,0,2018,5,30
13709,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,61.9,51.1,72.0,59.2,0.0,5.9,15.0,22.0,1,,0,2018,5,31
13710,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,65.5,57.0,78.1,58.6,0.0,6.0,14.0,20.0,0,,0,2018,5,4
13711,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,65.3,57.0,77.0,46.3,0.0,8.4,14.0,21.0,0,,0,2018,5,5
13712,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,58.3,52.0,73.0,48.6,0.0,4.2,8.9,18.1,1,,0,2018,5,6
13713,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,58.3,48.2,70.0,53.2,0.06,4.8,12.0,,1,,0,2018,5,7
13714,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,56.2,46.9,70.0,49.7,0.0,5.3,13.0,18.1,0,,0,2018,5,8
13715,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,54.2,42.8,64.9,48.9,0.0,3.2,11.1,15.9,1,,0,2018,5,9
13716,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,66.4,51.1,75.0,66.2,0.02,3.6,11.1,,1,,0,2018,6,1
13717,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,67.5,60.1,80.1,51.6,0.0,3.1,6.0,,1,,0,2018,6,10
13718,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,61.8,55.0,73.0,49.0,0.0,3.6,9.9,15.0,0,,0,2018,6,11
13719,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,58.4,45.0,70.0,48.2,0.0,5.2,15.0,18.1,0,,0,2018,6,12
13720,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,64.9,61.0,69.1,61.9,0.0,7.1,12.0,19.0,1,,0,2018,6,13
13721,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,74.1,62.1,84.9,57.5,0.02,10.3,18.1,26.0,0,,0,2018,6,14
13722,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,65.1,55.0,84.9,55.1,0.0,5.8,9.9,18.1,0,,0,2018,6,15
13723,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,68.0,53.1,82.9,54.3,0.0,5.3,11.1,19.0,0,,0,2018,6,16
13724,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,72.6,53.1,87.1,58.3,0.0,4.4,8.0,,0,,0,2018,6,17
13725,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,73.0,57.0,87.1,67.5,0.0,9.6,17.1,27.0,1,,0,2018,6,18
13726,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,79.1,68.0,87.1,65.3,0.02,9.5,14.0,20.0,1,,0,2018,6,19
13727,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,73.0,63.0,88.0,68.3,0.74,3.6,8.9,,1,,0,2018,6,2
13728,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,70.2,60.1,87.1,59.2,0.0,4.6,11.1,,0,,0,2018,6,20
13729,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,70.8,60.1,82.9,65.9,0.64,4.0,8.0,,1,,0,2018,6,21
13730,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,66.1,62.1,82.9,62.7,0.0,4.3,9.9,14.0,0,,0,2018,6,22
13731,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,63.2,59.0,72.0,59.7,0.03,3.7,6.0,,1,,0,2018,6,23
13732,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,66.7,59.0,75.0,65.7,0.0,5.3,12.0,,0,,0,2018,6,24
13733,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,72.2,62.1,79.0,61.0,0.05,10.1,19.0,27.0,1,,0,2018,6,25
13734,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,65.6,55.0,79.0,57.1,0.0,4.9,11.1,,0,,0,2018,6,26
13735,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,68.8,55.0,77.0,62.5,0.0,8.5,15.0,22.0,1,,0,2018,6,27
13736,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,71.7,64.0,77.0,70.6,0.14,10.7,14.0,20.0,1,,0,2018,6,28
13737,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,76.8,66.9,89.1,68.8,0.04,5.0,8.9,,0,,0,2018,6,29
13738,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,61.3,53.1,70.0,53.9,0.02,6.7,12.0,20.0,0,,0,2018,6,3
13739,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,78.4,64.0,90.0,66.6,0.0,4.3,11.1,,0,,0,2018,6,30
13740,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,55.3,50.0,66.0,52.6,0.41,6.7,13.0,20.0,1,,0,2018,6,4
13741,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,60.9,50.0,71.1,54.6,0.2,4.3,15.0,22.9,1,,0,2018,6,5
13742,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,59.7,50.0,71.1,52.1,0.09,5.8,8.9,,0,,0,2018,6,6
13743,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,60.2,52.0,69.1,55.0,0.0,5.9,9.9,,0,,0,2018,6,7
13744,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,64.7,55.9,73.9,60.4,0.0,5.8,9.9,,0,,0,2018,6,8
13745,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,69.5,55.9,80.1,58.2,0.0,4.8,8.0,,0,,0,2018,6,9
13746,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,81.7,64.0,96.1,72.3,0.0,3.4,7.0,,0,,0,2018,7,1
13747,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,76.0,55.0,87.1,64.5,0.0,6.6,9.9,,0,,0,2018,7,10
13748,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,76.0,64.0,87.1,67.8,0.0,5.3,9.9,17.1,0,,0,2018,7,11
13749,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,72.3,63.0,86.0,61.3,0.0,3.6,8.9,,0,,0,2018,7,12
13750,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,70.5,57.0,84.9,62.3,0.0,4.3,11.1,,0,,0,2018,7,13
13751,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,74.1,57.0,82.9,66.6,0.0,6.2,9.9,,0,,0,2018,7,14
13752,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,76.7,64.0,88.0,70.7,0.02,5.8,8.9,,1,,0,2018,7,15
13753,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,78.0,70.0,88.0,72.9,0.01,5.5,12.0,18.1,0,,0,2018,7,16
13754,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,76.2,70.0,88.0,74.3,0.0,9.9,20.0,28.0,1,,0,2018,7,17
13755,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,75.4,68.0,86.0,64.9,1.42,7.0,12.0,20.0,1,,0,2018,7,18
13756,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,70.6,59.0,86.0,57.7,0.0,3.7,8.9,,0,,0,2018,7,19
13757,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,79.9,71.1,96.1,73.7,0.0,4.2,8.9,,0,,0,2018,7,2
13758,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,70.5,57.9,82.0,60.5,0.0,3.6,9.9,,0,,0,2018,7,20
13759,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,67.1,57.9,81.0,60.6,0.0,3.8,9.9,18.1,1,,0,2018,7,21
13760,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,73.8,59.0,81.0,72.1,1.03,10.7,22.0,29.9,1,,0,2018,7,22
13761,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,77.0,70.0,82.9,74.9,0.17,11.0,17.1,28.0,1,,0,2018,7,23
13762,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,77.9,73.0,84.0,75.1,0.15,9.7,15.9,22.9,0,,0,2018,7,24
13763,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,76.2,73.0,84.0,75.2,0.0,10.9,15.9,24.1,1,,0,2018,7,25
13764,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,76.0,72.0,82.0,73.8,1.19,8.2,14.0,20.0,1,,0,2018,7,26
13765,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,78.0,72.0,84.0,75.2,1.03,6.8,12.0,,0,,0,2018,7,27
13766,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,76.4,69.1,86.0,72.7,0.16,3.8,9.9,,1,,0,2018,7,28
13767,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,75.9,69.1,86.0,68.3,0.0,5.3,11.1,,0,,0,2018,7,29
13768,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,79.4,75.0,88.0,76.2,0.0,6.2,9.9,,0,,0,2018,7,3
13769,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,73.2,64.9,82.0,68.9,0.0,3.1,7.0,,0,,0,2018,7,30
13770,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,71.8,63.0,81.0,66.7,0.0,2.9,8.9,,0,,0,2018,7,31
13771,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,79.5,75.0,88.0,74.9,0.0,4.3,8.0,,0,,0,2018,7,4
13772,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,80.3,75.0,87.1,75.9,0.0,6.8,14.0,20.0,0,,0,2018,7,5
13773,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,78.2,75.0,87.1,75.4,0.0,9.3,13.0,21.0,1,,0,2018,7,6
13774,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,69.5,61.0,81.0,50.6,0.02,7.4,14.0,19.0,0,,0,2018,7,7
13775,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,65.7,51.1,80.1,53.6,0.0,3.1,9.9,,0,,0,2018,7,8
13776,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,68.8,51.1,80.1,60.5,0.0,4.9,12.0,,0,,0,2018,7,9
13777,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,77.0,63.0,82.9,74.7,0.0,8.6,18.1,26.0,1,,0,2018,8,1
13778,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,77.8,66.0,89.1,68.3,0.0,3.9,8.0,,0,,0,2018,8,10
13779,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,74.7,66.0,89.1,73.6,0.59,3.3,12.0,15.9,1,,0,2018,8,11
13780,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,75.7,71.1,84.9,73.6,2.29,2.4,9.9,,1,,0,2018,8,12
13781,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,73.5,71.1,84.9,73.3,0.01,3.6,6.0,,1,,0,2018,8,13
13782,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,76.5,71.1,82.0,73.4,0.9,5.9,13.0,19.0,0,,0,2018,8,14
13783,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,77.3,69.1,87.1,70.3,0.0,6.1,11.1,,0,,0,2018,8,15
13784,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,80.2,69.1,89.1,72.1,0.0,4.4,9.9,,0,,0,2018,8,16
13785,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,79.1,71.1,89.1,75.7,0.0,5.3,14.0,21.0,0,,0,2018,8,17
13786,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,78.0,72.0,84.9,76.1,0.44,5.9,11.1,20.0,1,,0,2018,8,18
13787,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,70.2,66.0,84.0,68.4,0.92,4.9,8.0,,1,,0,2018,8,19
13788,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,80.1,73.9,84.9,77.1,0.0,11.1,15.9,25.1,0,,0,2018,8,2
13789,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,68.3,63.0,75.0,66.1,0.03,3.4,6.0,,1,,0,2018,8,20
13790,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,68.2,61.0,77.0,65.2,0.0,3.3,12.0,17.1,1,,0,2018,8,21
13791,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,75.3,61.0,84.0,71.5,0.1,7.2,13.0,18.1,1,,0,2018,8,22
13792,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,71.1,66.0,84.0,60.9,0.09,7.3,12.0,20.0,0,,0,2018,8,23
13793,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,68.5,57.0,81.0,59.4,0.0,3.3,12.0,15.0,0,,0,2018,8,24
13794,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,69.2,57.0,81.0,62.3,0.0,2.3,8.0,,0,,0,2018,8,25
13795,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,67.0,53.1,79.0,63.6,0.0,4.9,15.0,19.0,0,,0,2018,8,26
13796,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,78.4,72.0,89.1,72.7,0.0,5.1,9.9,,0,,0,2018,8,27
13797,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,80.9,71.1,89.1,76.7,0.0,5.8,12.0,18.1,0,,0,2018,8,28
13798,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,82.8,75.0,91.0,76.7,0.0,5.7,13.0,18.1,0,,0,2018,8,29
13799,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,79.5,77.0,84.9,77.0,0.0,9.5,15.9,22.0,0,,0,2018,8,3
13800,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,83.1,77.0,91.0,71.3,0.0,6.2,9.9,,0,,0,2018,8,30
13801,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,73.2,70.0,90.0,63.8,0.0,4.0,9.9,15.0,0,,0,2018,8,31
13802,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,77.4,73.0,84.0,76.1,0.0,7.9,15.0,28.9,1,,0,2018,8,4
13803,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,78.8,69.1,90.0,72.1,0.8,3.5,9.9,,0,,0,2018,8,5
13804,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,81.3,69.1,90.0,75.1,0.0,4.0,8.9,,0,,0,2018,8,6
13805,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,80.2,73.0,90.0,77.1,0.0,8.5,15.0,21.0,0,,0,2018,8,7
13806,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,78.6,72.0,86.0,75.2,0.14,5.3,15.9,22.9,1,,0,2018,8,8
13807,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,81.2,73.9,89.1,74.6,0.0,5.7,9.9,,0,,0,2018,8,9
13808,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,69.8,66.0,78.1,60.4,0.0,3.5,8.0,,1,,0,2018,9,1
13809,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,59.5,55.9,64.9,56.5,0.0,4.9,13.0,22.0,1,,0,2018,9,10
13810,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,71.3,55.9,81.0,67.5,99.99,2.3,8.0,17.1,1,,0,2018,9,11
13811,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,74.0,66.9,81.0,71.6,0.04,1.8,7.0,,1,,0,2018,9,12
13812,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,70.7,68.0,78.1,67.7,0.03,3.0,6.0,,1,,0,2018,9,13
13813,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,69.6,66.0,75.9,64.2,0.0,3.3,8.0,,0,,0,2018,9,14
13814,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,68.4,62.1,79.0,62.7,0.0,2.7,9.9,,0,,0,2018,9,15
13815,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,69.9,62.1,80.1,64.3,0.0,3.1,11.1,,0,,0,2018,9,16
13816,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,69.6,61.0,77.0,65.7,0.0,3.0,9.9,,0,,0,2018,9,17
13817,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,74.6,71.1,78.1,70.7,0.01,9.4,15.0,24.1,1,,0,2018,9,18
13818,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,71.2,68.0,78.1,66.2,0.53,4.9,8.9,15.0,0,,0,2018,9,19
13819,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,70.8,62.1,80.1,64.2,0.0,3.0,8.9,,0,,0,2018,9,2
13820,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,65.7,60.1,73.9,56.7,0.0,4.2,7.0,,0,,0,2018,9,20
13821,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,67.8,60.1,73.9,58.8,0.0,7.7,14.0,20.0,0,,0,2018,9,21
13822,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,70.6,60.1,75.0,60.1,0.0,8.9,13.0,22.0,0,,0,2018,9,22
13823,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,62.1,57.9,75.0,53.7,0.0,2.0,5.1,,1,,0,2018,9,23
13824,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,59.9,54.0,66.0,54.1,0.0,3.3,8.0,17.1,0,,0,2018,9,24
13825,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,64.6,53.1,72.0,59.8,0.08,7.9,15.9,24.1,1,,0,2018,9,25
13826,725016,54790,BROOKHAVEN AIRPORT,NY,40.822,-72.869,72.6,59.0,75.0,70.5,1.04,9.2,17.1,22.9,1,,0,2018,9,26
